record_id,q_idx,n_premises_nl,n_premises_used,premise_use_ratio,question,answer,answer_norm,is_mcq,is_yn,is_open,exp_words,n_cited_in_exp,cite_subset,has_numeric
289,0,10,3,0.3,"Based on the above premises, which statement can be inferred if we know that there exists at least one student who utilizes online learning resources?
A. The statement that online resource utilization implying team project participation leads to universal online resource utilization implies itself.
B. If it's true that the existence of a student utilizing online resources implies all students take part in team projects, then all students utilize online learning resources.
C. Both the statement that students utilizing online resources implying team project participation leads to universal online resource utilization and its negation are simultaneously true.
D. It is not the case that online resource utilization implying team project participation leads to universal online resource utilization.",A,MCQ_A,True,False,False,156,8,True,True
289,1,10,3,0.3,"If there exists at least one student who utilizes online learning resources, does it follow that if it's true that the existence of a student utilizing online resources implies all students take part in team projects, then all students utilize online learning resources?",Yes,Yes,False,True,False,169,8,True,True
290,0,10,3,0.3,"Based on the above premises, which statement can be inferred if we know that there exists at least one student who qualifies for honors distinction?
A. It is not the case that thesis-incorporating programs being research-based implies the existence of students qualifying for honors distinction.
B. If programs incorporating thesis requirements are research-based, then there exists a student who qualifies for honors distinction.
C. Both the statement that thesis-requiring programs being research-based implies honors-qualifying students exist and its negation are simultaneously true.
D. The statement that thesis-incorporating programs being research-based implies honors-qualifying students exist implies itself.",Unknown,Unknown,True,False,False,103,5,True,True
290,1,10,3,0.3,"If there exists at least one student who qualifies for honors distinction, does it follow that if a program incorporates thesis requirements, then it is research-based?",No,No,False,True,False,109,5,True,True
291,0,9,3,0.3333333333333333,"Based on the above premises, which statement can be inferred if we know that there exists at least one student who earns language certification?
A. The given implication is self-implying.
B. Both the statement and its negation are true.
C. If not practicing with natives implies not completing immersion, then certification implies exchange qualification.
D. The given implication is false.",Unknown,Unknown,True,False,False,103,6,True,True
291,1,9,1,0.1111111111111111,"If there exists at least one student who earns language certification, does it follow that there exists at least one student who earns language certification?",No,No,False,True,False,53,2,True,True
292,0,8,3,0.375,"What can we figure out about students?
A. At least one student can borrow library books
B. Every student is enrolled in an advanced course
C. Some students don’t pay tuition fees
D. All students have finished their graduation requirements",Unknown,Unknown,True,False,False,46,3,True,True
292,1,8,2,0.25,Can we say that every enrolled student has access to the university library?,No,No,False,False,True,27,2,True,False
293,0,10,2,0.2,"Which can be inferred about excessive competition’s effects?
A. Excessive competition leads to stress and prioritizing grades.
B. Excessive competition improves motivation and performance.
C. Excessive competition has no impact on students.
D. Excessive competition enhances deep understanding.",A,MCQ_A,True,False,False,35,2,True,False
293,1,10,2,0.2,Can students with excessive competition mitigate stress through self-reflection?,No,No,False,False,True,32,2,True,False
294,0,10,2,0.2,"Which can be inferred about effective policies?
A. Some policies are effective.
B. All policies are effective.
C. No policies are effective.
D. Effectiveness is unrelated to engagement.",A,MCQ_A,True,False,False,32,2,True,False
294,1,10,2,0.2,Do well-structured curricula improve learning outcomes?,No,No,False,False,True,27,2,True,False
295,0,10,2,0.2,"Which can be inferred about teaching methods in innovative schools?
A. Some teaching methods are effective.
B. All teaching methods are effective.
C. No teaching methods are effective.
D. Effectiveness requires modern facilities.",A,MCQ_A,True,False,False,32,2,True,False
295,1,10,2,0.2,Do modern facilities enhance learning environments?,No,No,False,False,True,25,2,True,False
296,0,10,3,0.3,"Which can be inferred about students who attend lectures?
A. Some students solve complex problems.
B. All students solve complex problems.
C. No students solve complex problems.
D. Problem-solving depends on mock tests.",A,MCQ_A,True,False,False,39,3,True,False
296,1,10,2,0.2,Do students who practice excel in exams?,No,No,False,False,True,33,2,True,False
297,0,10,2,0.2,"Which can be inferred about universities with online courses?
A. Some universities increase accessibility.
B. All universities increase accessibility.
C. No universities increase accessibility.
D. Accessibility depends on research programs.",A,MCQ_A,True,False,False,32,2,True,False
297,1,10,2,0.2,Do well-ranked universities improve student satisfaction?,No,No,False,False,True,29,2,True,False
298,0,10,2,0.2,"Which can be inferred about students with personalized support?
A. Some students improve academic performance.
B. All students develop teamwork skills.
C. No students are motivated.
D. Students struggle with critical thinking.",A,MCQ_A,True,False,False,30,2,True,False
298,1,10,2,0.2,Can students avoid burnout by managing time effectively?,No,No,False,False,True,34,2,True,False
299,0,10,2,0.2,"Which can be inferred about students in interactive learning environments?
A. Some students develop better problem-solving skills.
B. All students lack engagement.
C. No students improve cultural awareness.
D. Students neglect creativity.",A,MCQ_A,True,False,False,33,2,True,False
299,1,10,2,0.2,Can students with metacognitive skills avoid academic pressure’s negative effects?,No,No,False,False,True,34,2,True,False
300,0,10,2,0.2,"Which can be inferred about students with self-directed learning?
A. Some students enhance creativity.
B. Some students improve reasoning.
C. No students improve reasoning.
D. Students struggle with progress tracking.",B,MCQ_B,True,False,False,33,2,True,False
300,1,10,2,0.2,Can students with open-ended projects avoid rigid curriculum struggles?,No,No,False,False,True,30,2,True,False
301,0,10,2,0.2,"Which can be inferred about students with personalized learning plans?
A. Some students handle workloads efficiently.
B. All students struggle with critical thinking.
C. No students achieve better outcomes.
D. Some students improve academic performance.",D,MCQ_D,True,False,False,33,2,True,False
301,1,10,2,0.2,Can students in flexible learning environments improve decision-making?,No,No,False,False,True,27,2,True,False
302,0,10,2,0.2,"Which can be inferred about students with clear learning objectives?
A. Some students improve cognitive function.
B. All students lack motivation.
C. No students apply practical knowledge.
D. Some students set better academic goals.",D,MCQ_D,True,False,False,37,2,True,False
302,1,10,2,0.2,Can students in problem-based learning improve self-learning?,No,No,False,False,True,29,2,True,False
303,0,9,2,0.2222222222222222,"Based on the above premises, which statement can be inferred?
A. All students install the software.
B. All students update the software.
C. There exists a student with access to the latest features.
D. All students’ software is secure.",Unknown,Unknown,True,False,False,33,0,True,False
303,1,9,1,0.1111111111111111,"Based on the above premises, is the statement true?
Statement: (Exists(x, InstallsSoftware(x)) → (¬UpdatesSoftware(x) → ¬SecureSoftware(x)))",No,No,False,False,True,26,0,True,False
304,0,9,2,0.2222222222222222,"Based on the above premises, which statement can be inferred?
A. There exists a student who is not enrolled.
B. There exists a student who does not complete assignments.
C. All students attend lectures.
D. There exists a student who does not study consistently.",Unknown,Unknown,True,False,False,18,0,True,False
304,1,9,1,0.1111111111111111,"Based on the above premises, is the statement true?
Statement: (¬AttendsLectures(x) → ¬CompletesAssignments(x))",No,No,False,False,True,22,0,True,False
305,0,11,2,0.18181818181818182,"Based on the above premises, which statement can be inferred?
A. All books are available.
B. There exists a book that is not cataloged.
C. There exists a book that is returned.
D. All books are borrowable.",Unknown,Unknown,True,False,False,33,0,True,False
305,1,11,1,0.09090909090909091,"Based on the above premises, is the statement true?
Statement: ForAll(x, Cataloged(x))",Yes,Yes,False,False,True,17,0,True,False
306,0,16,2,0.125,"Based on the above premises, which statement can be inferred?
A. There exists a student who has not mastered Calculus.
B. There exists a student who does not practice exercises.
C. All students attend lectures.
D. There exists a student who does not perform well in exams.",Unknown,Unknown,True,False,False,17,0,True,False
306,1,16,1,0.0625,"Based on the above premises, is the statement true?
Statement: (PracticeExercises(x) → PerformWell(x))",No,No,False,False,True,21,0,True,False
307,0,9,2,0.2222222222222222,"Based on the above premises, which statement can be inferred?
A. There exists a student who does not pass the test.
B. There exists a student who does not submit assignments.
C. There exists a student who attends lectures.
D. Every student completes the project.",Unknown,Unknown,True,False,False,22,0,True,False
307,1,9,2,0.2222222222222222,"Based on the above premises, is the statement true?
Statement: ((Exists(x, SubmitsAssignments(x)) → ForAll(x, PassesTest(x))) → ForAll(x, SubmitsAssignments(x)))",Yes,Yes,False,False,True,39,0,True,False
308,0,9,2,0.2222222222222222,"Based on the above premises, which statement can be inferred?
A. Every student attends office hours.
B. There exists a student with no good chance to pass the exam.
C. There exists a student likely to pass the exam.
D. Every student participates in a study group.",Unknown,Unknown,True,False,False,28,0,True,False
308,1,9,1,0.1111111111111111,"Based on the above premises, is the statement true?
Statement: Exists(x, ParticipatesInStudyGroup(x))",No,No,False,False,True,26,0,True,False
309,0,19,2,0.10526315789473684,"Based on the above premises, which statement can be inferred?
A. There exists a script without error handling.
B. There exists a program that does not produce reliable outputs.
C. All Python programs are optimized.
D. There exists a program that does not follow best practices.",Unknown,Unknown,True,False,False,18,0,True,False
309,1,19,1,0.05263157894736842,"Based on the above premises, is the statement true?
Statement: ForAll(x, (PythonScript(x) → HasErrorHandling(x)))",No,No,False,False,True,16,0,True,False
310,0,14,3,0.21428571428571427,"Based on the above premises, which statement can be inferred?
A. There exists a function that is not differentiable.
B. There exists a function that satisfies the Intermediate Value Theorem.
C. All functions are integrable.
D. There exists a function that is not continuous.",Unknown,Unknown,True,False,False,34,0,True,False
310,1,14,1,0.07142857142857142,"Based on the above premises, is the statement true?
Statement: Exists(x, Differentiable(x))",No,No,False,False,True,17,0,True,False
311,0,6,2,0.3333333333333333,"Based on the above premises, which statement can be inferred?
A. There exists a student not attending the course.
B. There exists a student who passes the course.
C. All students attend lectures regularly.
D. There exists a student not completing assignments.",Unknown,Unknown,True,False,False,24,0,True,False
311,1,6,1,0.16666666666666666,"Based on the above premises, is the statement true?
Statement: Exists(x, CompletingAssignments(x))",No,No,False,False,True,16,0,True,False
312,0,5,5,1.0,"Based on the above premises, which statement can be inferred?
A. Frieren is required to pay the tutor fee.
B. Frieren must register for the BKA program due to her status as an OISP student.
C. Frieren can choose to delay the tutor fee.
D. Frieren must register for the BKA program.",D,MCQ_D,True,False,False,48,3,True,False
312,1,5,3,0.6,"Based on the above premises, is the statement true?
Statement: Frieren must register for the BKA program.",No,No,False,False,True,41,3,False,False
313,0,4,3,0.75,"Which can be inferred about Sarifi’s academic status?
A. Sarifi failed due to absence.
B. Sarifi didn’t fail and wasn’t absent.
C. Sarifi failed despite bringing a paper.
D. Sarifi was absent but didn’t fail.",B,MCQ_B,True,False,False,38,4,True,False
313,1,4,3,0.75,Did Sarifi avoid failing by not being absent?,No,No,False,False,True,34,4,True,False
314,0,7,3,0.42857142857142855,"Which can be inferred about Mia’s preparation?
A. Mia lacked knowledge.
B. Mia received help from others.
C. Mia did well due to knowledge.
D. Mia didn’t study hard.",C,MCQ_C,True,False,False,33,3,True,False
314,1,7,2,0.2857142857142857,Did Mia pass due to not helping others?,No,No,False,False,True,29,3,False,False
315,0,7,3,0.42857142857142855,"How did Mia pass the course?
A. Mia lacked knowledge but got help.
B. Mia studied hard.
C. Mia helped others.
D. Mia did well without helping others.",D,MCQ_D,True,False,False,38,3,True,False
315,1,7,2,0.2857142857142857,Did Mia rely on her own performance to pass?,No,No,False,False,True,31,2,True,False
316,0,5,3,0.6,"What can be inferred about Iruma’s academic progress?
A. Iruma completed a graduation project.
B. Iruma gained enough labor days.
C. Iruma’s graduation status is uncertain.
D. Iruma is eligible for the graduation project.",C,MCQ_C,True,False,False,34,3,True,False
316,1,5,3,0.6,Can Iruma do a graduation project?,No,No,False,False,True,32,3,True,False
317,0,8,3,0.375,"Which statement can be inferred about Yashiro?
A. Yashiro passed the course.
B. Yashiro failed the course.
C. Yashiro did not redo the assignment.
D. It is uncertain whether Yashiro passed the course.",D,MCQ_D,True,False,False,42,3,True,False
317,1,8,3,0.375,Did Yashiro redo the assignment?,Yes,Yes,False,False,True,29,3,True,False
318,0,5,3,0.6,"What can be inferred about Ponko’s class status?
A. Ponko passed the final exam.
B. Ponko failed due to low exam score.
C. Ponko’s failure depends on quiz attendance.
D. Ponko failed due to missing a class.",C,MCQ_C,True,False,False,30,3,True,False
318,1,5,3,0.6,Will Ponko fail the class?,Yes,Yes,False,False,True,33,2,False,False
319,0,5,3,0.6,"Which statement can be inferred about Dio?
A. Dio is not hardworking.
B. Dio did not gain knowledge.
C. Dio read books.
D. It is uncertain whether Dio read books.",D,MCQ_D,True,False,False,39,3,True,False
319,1,5,3,0.6,Did Dio pass by reading books?,No,No,False,False,True,33,3,True,False
320,0,7,3,0.42857142857142855,"What enabled Rillance to qualify for a scholarship?
A. Rillance skipped classes.
B. Rillance stayed on the basketball team.
C. Rillance scored high without attending.
D. Rillance got external help.",B,MCQ_B,True,False,False,31,3,False,False
320,1,7,3,0.42857142857142855,Did Rillance’s basketball team status help qualify for a scholarship?,Yes,Yes,False,False,True,28,3,True,False
321,0,15,6,0.4,"What can be inferred about students’ societal impact?
A. No student develops skills.
B. All students achieve success.
C. Some student contributes to society.
D. No student accesses education.",C,MCQ_C,True,False,False,39,2,True,False
321,1,15,5,0.3333333333333333,Do students guided by teachers contribute to society?,No,No,False,False,True,28,1,True,False
322,0,7,6,0.8571428571428571,"Which statement can be inferred about Ruri?
A. Ruri failed the assignment.
B. Ruri did the assignment by herself.
C. Ruri did not gain experience.
D. It is uncertain whether Ruri did the assignment by herself.",B,MCQ_B,True,False,False,40,6,True,False
322,1,7,5,0.7142857142857143,Did Ruri gain experience from the assignment?,No,No,False,False,True,29,5,True,False
323,0,15,6,0.4,"What can be inferred about students taught by teachers?
A. They don’t learn.
B. Some have motivation.
C. They don’t improve.
D. They lack experience.",B,MCQ_B,True,False,False,49,7,False,False
323,1,15,6,0.4,Does Mia have motivation?,No,No,False,False,True,40,7,False,False
324,0,18,3,0.16666666666666666,"What do students gain from attending school?
A. Knowledge.
B. No skills.
C. Movies.
D. Certificates.",A,MCQ_A,True,False,False,31,3,True,False
324,1,18,3,0.16666666666666666,Do all students gain knowledge?,No,No,False,False,True,24,3,True,False
325,0,18,3,0.16666666666666666,"What follows from students attending school?
A. Some like sports.
B. All gain knowledge.
C. None solve problems.
D. Some skip education.",B,MCQ_B,True,False,False,27,3,True,False
325,1,18,6,0.3333333333333333,Do students contribute to society?,No,No,False,False,True,36,6,True,False
326,0,12,4,0.3333333333333333,"What affects model performance?
A. Overfitting captures noise.
B. Clustering predicts outputs.
C. Underfitting enhances generalization.
D. Regression groups data.",A,MCQ_A,True,False,False,44,4,True,False
326,1,12,4,0.3333333333333333,How do supervised learning models function?,Unknown,Unknown,False,False,True,35,4,True,False
327,0,14,4,0.2857142857142857,"What optimizes SQL query performance?
A. Indexes speed up retrieval.
B. DELETE adds records.
C. PRIMARY KEY groups rows.
D. INSERT sorts data.",A,MCQ_A,True,False,False,35,4,True,False
327,1,14,3,0.21428571428571427,What does the GROUP BY clause achieve in SQL queries?,Unknown,Unknown,False,False,True,30,3,True,False
328,0,15,1,0.06666666666666667,"Based on the above premises, which statement can be inferred?
A. If a student cannot apply concepts, they cannot engage in the learning process.
B. If a student does not engage, they do not understand the core concepts.
C. All students apply concepts.
D. There exists a student who does not apply concepts but engages in the learning process.",Unknown,Unknown,True,False,False,33,0,True,False
328,1,15,1,0.06666666666666667,"Based on the above premises, is the following statement true?
Statement: ForAll(x, (¬EngagesInLearningProcess(x) → ¬SucceedsInAssessments(x)))",Yes,Yes,False,True,False,30,0,True,False
329,0,15,2,0.13333333333333333,"Based on the above premises, which statement can be inferred?
A. ∀x (U(x) → R(x))
B. ¬∀x (R(x) → U(x))
C. ∀x (Q(x) → R(x))
D. ¬∀x (U(x) → R(x))",Unknown,Unknown,True,False,False,36,2,True,False
329,1,15,1,0.06666666666666667,"Based on the above premises, is the following statement true?
Statement: If a student does not meet academic standards, they will not be able to advance to further educational opportunities.",No,No,False,True,False,28,1,True,False
330,0,15,1,0.06666666666666667,"Based on the above premises, which statement can be inferred?
A. ∀x (U(x) → S(x))
B. ¬∀x (U(x) → S(x))
C. ∀x (¬P(x) → ¬S(x))
D. ∀x (S(x) → ¬P(x))",Unknown,Unknown,True,False,False,25,1,True,False
330,1,15,1,0.06666666666666667,"Based on the above premises, is the following statement true?
Statement: If a student demonstrates competence in one subject, they are qualified to advance to a more challenging subject.",No,No,False,True,False,22,1,True,False
331,0,15,1,0.06666666666666667,"Based on the above premises, which statement can be inferred?
A. ∀x (P(x) → S(x))
B. ¬∀x (P(x) → S(x))
C. ∀x (P(x) → ¬S(x))
D. ∀x (S(x) → ¬P(x))",Unknown,Unknown,True,False,False,24,1,True,False
331,1,15,1,0.06666666666666667,"Based on the above premises, is the following statement true?
Statement: If a student demonstrates competence in one subject, they are qualified to advance to a more challenging subject.",No,No,False,True,False,22,1,True,False
332,0,13,1,0.07692307692307693,"Based on the above premises, which statement can be inferred?
A. ∀x (R(x) → S(x))
B. ¬∀x (R(x) → S(x))
C. ∀x (R(x) → ¬S(x))
D. ∀x (S(x) → ¬R(x))",Unknown,Unknown,True,False,False,23,1,True,False
332,1,13,1,0.07692307692307693,"Based on the above premises, is the statement true?
Statement: ∃x T(x) → ∀x T(x)",Yes,Yes,False,False,True,26,1,True,False
333,0,15,2,0.13333333333333333,"Based on the above premises, which statement can be inferred?
A. ∀x (¬S(x) → (¬P(x) ∧ ¬A(x)))
B. ∀x (L(x) → ¬C(x))
C. ∀x (¬S(x) → V(x))
D. ∀x (¬(T(x) → V(x)))",Unknown,Unknown,True,False,False,31,2,True,False
333,1,15,1,0.06666666666666667,"Based on the above premises, is the following statement true?
Statement: If an AI model is not trained, it cannot generalize to unseen data.",No,No,False,True,False,25,1,True,False
334,0,15,1,0.06666666666666667,"Based on the above premises, which statement can be inferred?
A. ∀x (B(x) → P2(x))
B. ∀x (G(x) → ¬V(x))
C. ∀x (F(x) → ¬D(x))
D. ∀x (T2(x) → ¬L2(x))",Unknown,Unknown,True,False,False,35,2,False,True
334,1,15,0,0.0,"Based on the above premises, is the following statement true?
Statement: A student who uses security measures will protect user data on their website.",No,No,False,True,False,25,1,False,False
335,0,7,2,0.2857142857142857,"Based on the above premises, which statement can be inferred?
A. ∀x ((B(x) ∧ A(x) ∧ (S(x) ∨ T(x))) → (R(x) ∧ L(x)))
B. ∀x ((R2(x) ∧ T3(x)) → B3(x))
C. ∀x ((I(x) ∧ O(x)) → K(x))
D. ∀x (¬V(x) → ¬U(x))",Unknown,Unknown,True,False,False,47,2,True,True
335,1,7,1,0.14285714285714285,"Based on the above premises, is the following statement true?
Statement: A student who manages their time and sets goals will study effectively.",No,No,False,True,False,29,1,True,False
336,0,24,2,0.08333333333333333,"Based on the premises above, which of the following statements can be logically concluded if we know that all students have passed the Philosophy prerequisite?
A. If all students pass Philosophy, all are admitted to the Honors program.
B. It is false that passing Philosophy guarantees Honors admission.
C. The statement 'If all pass Philosophy, all join Honors' is tautologically true.
D. The policy about Honors admission is contradictory.",Unknown,Unknown,True,False,False,79,4,True,False
336,1,24,2,0.08333333333333333,"If all students have passed the Philosophy prerequisite, does it follow that passing Philosophy (P) requires enrollment in Research Methods (R)?",Yes,Yes,False,True,False,89,4,True,False
337,0,15,3,0.2,"Based on the university policies above, which conclusion is logically valid if we know that all students x have passed the Philosophy prerequisite?
A. The policy linking Thesis and Scholarships is contradictory.
B. The policy is both true and false.
C. The policy 'No Thesis → No Philosophy' implies 'Thesis → Scholarship'.
D. The policy is a tautology.",A,MCQ_A,True,False,False,110,6,True,False
337,1,15,3,0.2,"If there exists at least one student x who has completed Thesis Writing, does it follow that all students receive Scholarships?",Yes,Yes,False,True,False,110,6,True,True
338,0,22,2,0.09090909090909091,"Based on the university policies, which conclusion is valid if we know that all students are required to complete a Thesis?
A. 'Mandatory Thesis implies Research grants' is a tautology.
B. The policy is contradictory.
C. Mandatory Thesis completion ensures at least one Research grant.
D. The policy is both true and false.",A,MCQ_A,True,False,False,67,4,True,True
338,1,22,3,0.13636363636363635,"If all students are required to complete a Thesis, does it follow that students with low GPAs lose housing access?",Yes,Yes,False,True,False,112,7,True,True
339,0,22,3,0.13636363636363635,"Based on university policies, which conclusion is valid if we know that there is at least one recipient of the Research grant?
A. Research grant availability ensuring universal housing.
B. The housing policy is contradictory.
C. The policy is a tautology.
D. Research grants do not guarantee housing.",Unknown,Unknown,True,False,False,106,7,True,True
339,1,22,3,0.13636363636363635,"If all students have completed their Thesis, does it follow that all students have University housing access?",No,No,False,True,False,75,5,True,False
340,0,21,3,0.14285714285714285,"Based on university policies, which conclusion is valid if we know that all students are enrolled in Quantum Physics?
A. Philosophy enabling Quantum enrollment ensures some students get Research grants.
B. The Research grant policy is contradictory.
C. The policy is a tautology.
D. Philosophy and Quantum enrollment are unrelated to grants.",A,MCQ_A,True,False,False,101,6,True,False
340,1,21,3,0.14285714285714285,"If all students are guaranteed University housing, does it follow that students without Scholarships are denied Research grants?",No,No,False,True,False,115,7,True,False
341,0,21,3,0.14285714285714285,"Based on university policies, which conclusion is valid if we know that all students are required to submit a Research project?
A. The Thesis-Research rule is a tautology.
B. The policy is contradictory.
C. The rule 'No Research → No Thesis' ensures Thesis completion.
D. The rule is both true and false.",Unknown,Unknown,True,False,False,96,6,True,False
341,1,21,2,0.09523809523809523,"If all students are required to submit a Research project, does it follow that Research project completion grants housing access?",No,No,False,True,False,72,4,True,False
342,0,13,3,0.23076923076923078,"Based on university policies, which conclusion is valid if we know that every student must submit a Research project?
A. The Research-Thesis policy is contradictory.
B. The Research-Thesis rule enforces Philosophy-Research compliance.
C. The policy is both true and false.
D. The rule is a tautology.",A,MCQ_A,True,False,False,95,6,True,False
342,1,13,2,0.15384615384615385,"If all students are guaranteed University housing, does it follow that passing Philosophy grants University housing access?",No,No,False,True,False,64,4,True,False
343,0,13,3,0.23076923076923078,"Based on university policies, which conclusion is valid if we know that all students are guaranteed University housing?
A. The housing-Scholarship policy is contradictory.
B. Universal housing ensures Scholarship-Thesis compliance under Quantum enrollment.
C. The policy is a tautology.
D. Housing and Quantum enrollment are unrelated.",Unknown,Unknown,True,False,False,110,7,True,False
343,1,13,3,0.23076923076923078,"If all students are guaranteed University housing, does it follow that universal housing guarantees Scholarship checks for Thesis under Quantum enrollment?",No,No,False,True,False,120,7,True,False
344,0,13,3,0.23076923076923078,"Based on university policies, which conclusion follows if we know that some students have submitted theses?
A. Thesis existence doesn't affect research rules.
B. Policy contradiction exists.
C. Thesis submissions activate research-quantum link.
D. The rule is tautological.",Unknown,Unknown,True,False,False,98,7,True,False
344,1,13,2,0.15384615384615385,"If some students have submitted theses, does it follow that dormitory access requires thesis submission?",No,No,False,True,False,71,4,True,False
345,0,15,2,0.13333333333333333,"Based on registration policies, which rule is enforced if we know that every registration has advisor approval?
A. Universal advisor approval → (No enrollment → No registration)
B. Policy contradiction exists
C. Tautological redundancy
D. Logical inconsistency",Unknown,Unknown,True,False,False,65,4,True,False
345,1,15,2,0.13333333333333333,"If all students have cleared tuition payments, does it follow that all students satisfy prerequisite requirements?",No,No,False,True,False,69,4,True,False
346,0,15,3,0.2,"Based on the above premises, which statement can be inferred if we know that there exists at least one object x that has property R?
A. ¬((¬P(x) → ¬R(x)) → (U(x) → P(x)))
B. ((¬P(x) → ¬R(x)) → (U(x) → P(x)))
C. (((¬P(x) → ¬R(x)) → (U(x) → P(x))) ∧ ¬((¬P(x) → ¬R(x)) → (U(x) → P(x))))
D. (((¬P(x) → ¬R(x)) → (U(x) → P(x))) → ((¬P(x) → ¬R(x)) → (U(x) → P(x))))",Unknown,Unknown,True,False,False,126,6,True,True
346,1,15,1,0.06666666666666667,"If there exists at least one object x that has property R, does it follow that there exists at least one object x that has property R?",No,No,False,True,False,56,2,True,True
347,0,15,2,0.13333333333333333,"Based on university policies, which conclusion is valid if we know that failing Philosophy revokes dormitory access?
A. The policy is tautological.
B. Philosophy-dorm rules contradict proposals.
C. Philosophy failures → Advanced seminar seats.
D. The system is inconsistent.",Unknown,Unknown,True,False,False,61,4,True,False
347,1,15,2,0.13333333333333333,"If submitting a research proposal requires advisor review, does it follow that advisor-reviewed work guarantees dorm access?",No,No,False,True,False,74,4,True,False
348,0,15,3,0.2,"Considering the above premises from the University of Technology, which of the following statements can be logically deduced if we know that every object x has property T?
A. It is not true that if an object having property T implies it has property Q then all objects have property T.
B. If it is true that if an object having property T implies it has property Q then all objects have property T, then it is indeed true that if an object having property T implies it has property Q then all objects have property T.
C. It is both true and not true that if an object having property T implies it has property Q then all objects have property T.
D. If an object having property T implies it has property Q then all objects have property T.",B,MCQ_B,True,False,False,120,6,True,False
348,1,15,2,0.13333333333333333,"If every object x has property Q, does it follow that if an object does not have property Q, then it does not have property P?",No,No,False,True,False,83,4,True,False
349,0,16,2,0.125,"Based on university policies, which conclusion is valid if we know that some students qualify for Quantum Physics?
A. Denial of Quantum-Research link.
B. Contradictory policies.
C. Quantum students → Research requires Philosophy.
D. Tautological redundancy.",Unknown,Unknown,True,False,False,60,4,True,False
349,1,16,2,0.125,"If all students have dormitory access, does it follow that some students completed Research projects?",Yes,Yes,False,True,False,51,4,True,False
350,0,15,3,0.2,"Considering the above premises from the University of Technology, which of the following statements can be logically deduced if we know that there exists at least one object x that has property U?
A. It is not the case that if there exists an object with property U then if an object lacks property S it does not have property P.
B. If it is true that if there exists an object with property U then if an object lacks property S it does not have property P, then it is indeed true that if there exists an object with property U then if an object lacks property S it does not have property P.
C. If there exists an object with property U then if an object lacks property S it does not have property P.
D. It is both true and not true that if there exists an object with property U then if an object lacks property S it does not have property P.",Unknown,Unknown,True,False,False,145,6,False,True
350,1,15,2,0.13333333333333333,"If every object x has property P, does it follow that if it is the case that if an object lacks property S then it does not have property P, then there exists at least one object with property P?",No,No,False,True,False,153,6,False,True
351,0,14,3,0.21428571428571427,"Based on the above premises provided in the context of a university, which of the following statements can be logically deduced if we know that there exists at least one object x that has property R?
A. If there exists at least one object with property R, then every object has property P.
B. It is not true that if there exists at least one object with property R then every object has property P.
C. It is both true and not true that if there exists at least one object with property R then every object has property P.
D. If it is true that if there exists at least one object with property R then every object has property P, then if there exists at least one object with property R every object has property P.",Unknown,Unknown,True,False,False,97,5,True,True
351,1,14,3,0.21428571428571427,"If there exists at least one object x that has property R, does it follow that every object has property P?",No,No,False,True,False,99,5,True,True
352,0,14,3,0.21428571428571427,"Which policy is validated by university regulations if we know that failing Philosophy blocks Quantum Physics enrollment?
A. Tautological redundancy.
B. Philosophy failures → Research-dormitory link.
C. Contradictory rules.
D. Logical inconsistency.",Unknown,Unknown,True,False,False,78,5,True,False
352,1,14,3,0.21428571428571427,"If submitting a thesis proposal requires advisor approval, does it follow that the thesis approval → research-dormitory rule holds?",No,No,False,True,False,90,5,True,False
353,0,14,2,0.14285714285714285,"Based on university policies, which conclusion is valid if we know that no entrance exam pass → No Research completion?
A. Exam-Research rule → Quantum policy activation.
B. Contradiction in rules.
C. Tautological redundancy.
D. Policy denial.",Unknown,Unknown,True,False,False,69,4,True,False
353,1,14,2,0.14285714285714285,"If some students completed Research projects, does it follow that the existence of Research completers enforces Quantum Physics requirements?",No,No,False,True,False,70,4,True,False
354,0,14,3,0.21428571428571427,"Based on the above premises provided in the context of a university, which of the following statements can be logically deduced if we know that if an object x has property U, then it has property T?
A. It is not true that if an object having property U implies it has property T then every object has property P.
B. If it is true that if an object having property U implies it has property T then every object has property P, then every object has property P.
C. It is both true and not true that if an object having property U implies it has property T then every object has property P.
D. If it is true that if an object having property U implies it has property T then every object has property P, then it is indeed true that if an object having property U implies it has property T then every object has property P.",Unknown,Unknown,True,False,False,169,6,False,False
354,1,14,2,0.14285714285714285,"If every object has property R, does it follow that there exists at least one object with property Q?",No,No,False,True,False,91,5,False,True
355,0,4,2,0.5,"Which statement can be inferred?
A. It is not true that if participating in extracurricular activities helps students develop social skills, then understanding the material will help them perform well in exams.
B. Both the statement 'if participating in extracurricular activities helps students develop social skills, then understanding the material will help them perform well in exams' and its negation are true.
C. If participating in extracurricular activities helps students develop social skills, then understanding the material will not help them perform well in exams.
D. If participating in extracurricular activities helps students develop social skills, then understanding the material will help them perform well in exams.",D,MCQ_D,True,False,False,32,2,True,False
355,1,4,3,0.75,"Which activities contribute to students performing well in exams?
A. Attending classes regularly, participating in extracurricular activities.
B. Developing social skills, pursuing interests.
C. Accessing quality education, understanding material.
D. Participating in extracurricular activities, pursuing interests.",A,MCQ_A,True,False,False,31,3,True,False
