id,question,cot,answer,unit
THCB009,"In a series circuit, resistance R1 = 10 ± 0.5 Ω, R2 = 20 ± 1 Ω. What is the absolute error of the total resistance?","Step 1: Identify the individual resistances and their absolute errors: $R_1 = 10 \, \Omega$, $\Delta R_1 = 0.5 \, \Omega$; $R_2 = 20 \, \Omega$, $\Delta R_2 = 1 \, \Omega$.
Step 2: For a series combination, the total resistance is the sum $R_{\text{total}} = R_1 + R_2$, and the absolute error is the sum of the individual absolute errors.
Step 3: Apply the error propagation formula: $\Delta R_{\text{total}} = \Delta R_1 + \Delta R_2$.
Step 4: Compute the total absolute error: $\Delta R_{\text{total}} = 0.5 + 1 = 1.5 \, \Omega$.",1.5,Ω
THCB134,The measured current is 3.00 ± 0.05 A. Calculate the percent relative uncertainty.,"Step 1: Identify the measured current $I = 3.00$ A and the absolute uncertainty $\Delta I = 0.05$ A.
Step 2: Compute the relative uncertainty by dividing the absolute uncertainty by the measured value: $0.05 / 3.00 \approx 0.01667$.
Step 3: Convert the relative uncertainty to a percentage by multiplying by $100\%$, yielding $1.667\%$.
Step 4: Round the result to two decimal places to obtain $1.67\%$.",1.67,%
THCB007,"A student measures the current 3 times and obtains the values: 1.8 A, 2.0 A, 2.2 A. What is the random error?","Step 1: Calculate the mean current $I_{\text{avg}} = (1.8 + 2.0 + 2.2)/3 = 2.0$ A.
Step 2: Compute the absolute deviations from the mean: $|1.8 - 2.0| = 0.2$ A, $|2.0 - 2.0| = 0$ A, $|2.2 - 2.0| = 0.2$ A.
Step 3: The random error is taken as the maximum absolute deviation, which is $0.2$ A.",0.2,A
THCB082,Two identical lamps are connected in parallel and consume a total of 18W. Calculate the power of each lamp.,"Step 1: Recognize that total power in a parallel circuit is the sum of the powers of individual components, so $P_{\text{total}} = P_1 + P_2$.
Step 2: Note the given total power is $18$ W and the two lamps are identical, meaning $P_1 = P_2$.
Step 3: Compute the power of each lamp by dividing the total power by 2: $P = 18 / 2 = 9$ W.",9.0,W
THCB096,The length of an object is measured as 45.0 ± 0.5 cm. Calculate the percentage relative error.,"Step 1: Identify the measured length $L = 45.0$ cm and the absolute error $\Delta L = 0.5$ cm.
Step 2: Compute the relative error by dividing the absolute error by the measured length: $0.5 / 45.0 \approx 0.01111$.
Step 3: Convert the relative error to a percentage by multiplying by $100\%$, yielding $0.01111 \times 100\% = 1.111\%$.
Step 4: Round the result to two decimal places to obtain $1.11\%$.",1.11,%
THCB069,"If both lamps glow brightly and are identical, with a supply voltage U = 6V, calculate the current through each lamp, given R = 6Ω.","Step 1: Recognize that each lamp is connected in parallel to the supply voltage $U = 6$ V, so the voltage across each lamp is $6$ V.
Step 2: Apply Ohm's law $I = U/R$ for one lamp, giving $I = 6 / 6 = 1.0$ A.
Step 3: Since the lamps are identical, the current through each lamp is the same, $1.0$ A.",1.0,A
THCB090,"A student measured a height of 1.65 m, whereas the actual value is 1.70 m. Calculate the absolute error and the relative error.","Step 1: Compute the absolute error as the absolute difference between the measured value and the actual value: $|1.65 - 1.70| = 0.05$ m.
Step 2: Calculate the relative error by dividing the absolute error by the actual value: $0.05 / 1.70 \approx 0.02941$.
Step 3: Express the relative error as a percentage by multiplying by 100: $0.02941 \times 100 \approx 2.94\%$.",0.05; 2.94,m; %
THCB124,The measured voltage is 5.00 ± 0.10 V. Calculate the percentage relative error.,"Step 1: Identify the measured value $V = 5.00$ V and the absolute error $\Delta V = 0.10$ V.
Step 2: Compute the relative error as $\Delta V / V = 0.10 / 5.00 = 0.02$.
Step 3: Convert the relative error to a percentage by multiplying by $100\%$, giving $0.02 \times 100\% = 2.0\%$.",2.0,%
THCB066,"A voltage source of U = 9V. Two lamps are connected in parallel, and each lamp has a resistance R = 9Ω. Calculate the current through each lamp and the total current.","Step 1: Recognize that in a parallel circuit, each lamp receives the full source voltage $U = 9$ V.
Step 2: Calculate the current through the first lamp using Ohm's law: $I_{D1} = U / R = 9 / 9 = 1.0$ A.
Step 3: Calculate the current through the second lamp similarly: $I_{D2} = U / R = 9 / 9 = 1.0$ A.
Step 4: Compute the total current by summing the branch currents: $I_{\text{total}} = I_{D1} + I_{D2} = 1.0 + 1.0 = 2.0$ A.",1.0; 1.0; 2.0,A; A; A
THCB008,"When measuring voltage with a voltmeter, the result is 6.3 ± 0.1 V. If this is used to calculate power with a current of 0.6 ± 0.02 A, what is the absolute error of the power?","Step 1: Identify the given values: $V = 6.3$ V, $\Delta V = 0.1$ V, $I = 0.6$ A, $\Delta I = 0.02$ A.
Step 2: Use the error propagation formula for a product $P = V \cdot I$, where the absolute error is $\Delta P = V \cdot \Delta I + I \cdot \Delta V$.
Step 3: Calculate the first term: $6.3 \cdot 0.02 = 0.126$.
Step 4: Calculate the second term: $0.6 \cdot 0.1 = 0.06$.
Step 5: Sum the terms to find the total absolute error: $\Delta P = 0.126 + 0.06 = 0.186$, which rounds to $0.19$ W.",0.19,W
THCB111,The measured value is 30.0 ± 0.2 cm. Calculate the percentage relative error.,"Step 1: Identify the measured value $L = 30.0$ cm and the absolute uncertainty $\Delta L = 0.2$ cm.
Step 2: Compute the relative uncertainty by dividing the absolute uncertainty by the measured value: $0.2 / 30.0 \approx 0.00667$.
Step 3: Convert the relative uncertainty to a percentage by multiplying by $100\%$, yielding $0.00667 \times 100\% = 0.667\%$.
Step 4: Round the result to two decimal places to obtain $0.67\%$.",0.67,%
THCB125,A student measures the length of a table as 1.20 m using a ruler with a least count (or smallest division) of 0.01 m. Calculate the percentage relative error.,"Step 1: Identify the measured length $L = 1.20$ m and the absolute error $\Delta L = 0.01$ m from the least count.
Step 2: Compute the relative error as $\Delta L / L = 0.01 / 1.20 \approx 0.00833$.
Step 3: Convert the relative error to a percentage by multiplying by $100\%$, giving $0.00833 \times 100\% = 0.833\%$.
Step 4: Round the result to two decimal places to obtain $0.83\%$.",0.83,%
THCB075,A 24V source supplies 2 A of current to a circuit with two parallel lamps. Calculate the total power consumption of the circuit.,"Step 1: Identify the total voltage supplied as $V = 24$ V and the total current drawn as $I = 2$ A.
Step 2: Use the power formula $P = V \times I$ to find the total power consumption.
Step 3: Compute $P = 24 \times 2 = 48$ W.",48.0,W
THCB086,A student measures the length of a wooden rod as 25.0 ± 0.2 cm. Calculate the percentage relative error.,"Step 1: Identify the measured value $L = 25.0$ cm and the absolute error $\Delta L = 0.2$ cm.
Step 2: Use the formula for percentage relative error: $(\Delta L / L) \times 100\%$.
Step 3: Substitute the values to get $(0.2 / 25.0) \times 100\% = 0.008 \times 100\%$.
Step 4: Compute the final result as $0.8\%$.",0.8,%
THCB068,An 8Ω lamp is connected in parallel with a 16Ω lamp. A voltage of 8V is applied across them. Calculate the total current in the circuit.,"Step 1: Calculate the equivalent resistance of the parallel combination using $R_p = \frac{R_1 R_2}{R_1 + R_2} = \frac{8 \times 16}{8 + 16} = \frac{128}{24} \approx 5.33 \, \Omega$.
Step 2: Apply Ohm's law to find the total current from the source: $I_{\text{total}} = \frac{V}{R_p}$.
Step 3: Substitute the given voltage to compute $I_{\text{total}} = \frac{8}{5.33} = 1.5$ A.",1.5,A
THCB108,"Three height measurements were taken: 120.0 cm, 119.8 cm, 120.2 cm. Calculate the mean value and the mean absolute error.","Step 1: Compute the mean height as $(120.0 + 119.8 + 120.2) / 3 = 120.0$ cm.
Step 2: Find the absolute deviations from the mean: $|120.0 - 120.0| = 0.0$, $|119.8 - 120.0| = 0.2$, and $|120.2 - 120.0| = 0.2$.
Step 3: Calculate the mean absolute error by averaging the deviations: $(0.0 + 0.2 + 0.2) / 3 \approx 0.133$ cm.",120.0; 0.133,cm; cm
THCB122,"The measured value is 150.0 cm, and the absolute error is 0.3 cm. Calculate the percentage relative error.","Step 1: Identify the measured value $150.0$ cm and the absolute error $0.3$ cm.
Step 2: Compute the relative error by dividing the absolute error by the measured value: $0.3 / 150.0 = 0.002$.
Step 3: Convert the relative error to a percentage by multiplying by $100\%$: $0.002 \times 100\% = 0.2\%$.",0.2,%
THCB118,Three temperature measurements: 36.6°C; 36.8°C; 36.7°C. Calculate the mean and the mean absolute error.,"Step 1: Compute the mean temperature as $(36.6 + 36.8 + 36.7) / 3 = 36.7$ °C.
Step 2: Find the absolute deviations from the mean: $|36.6 - 36.7| = 0.1$, $|36.8 - 36.7| = 0.1$, $|36.7 - 36.7| = 0$.
Step 3: Calculate the mean absolute error by averaging the deviations: $(0.1 + 0.1 + 0) / 3 \approx 0.0667$ °C.
Step 4: Round the mean absolute error to three decimal places to obtain $0.067$ °C.",36.7; 0.067,°C; °C
THCB129,Voltage measurement result: 220.0 ± 1.0 V. Calculate the percentage relative error.,"Step 1: Identify the measured voltage $V = 220.0$ V and the absolute uncertainty $\Delta V = 1.0$ V.
Step 2: Apply the percentage relative error formula $\delta = (\Delta V / V) \times 100\%$.
Step 3: Substitute the values to get $(1.0 / 220.0) \times 100\% \approx 0.4545\%$.
Step 4: Round the result to two decimal places, obtaining $0.45\%$.",0.45,%
THCB110,An object has an **actual length** of 150.0 cm. A student measured it as 149.2 cm. Calculate the **absolute error** and **relative error.,"Step 1: Compute the absolute error as the absolute difference between the measured value and the actual value: $|149.2 - 150.0| = 0.8$ cm.
Step 2: Compute the relative error by dividing the absolute error by the actual length: $0.8 / 150.0 \approx 0.00533$.
Step 3: Convert the relative error to a percentage by multiplying by $100\%$: $0.00533 \times 100\% \approx 0.53\%$.",0.8; 0.53,cm; %
THCB087,The true value of the object is 50.0 cm. The student measured 49.4 cm. Calculate the absolute error and the relative error.,"Step 1: Compute the absolute error as $|\text{Measured} - \text{True}| = |49.4 - 50.0| = 0.6$ cm.
Step 2: Compute the relative error as $\frac{\text{Absolute Error}}{\text{True Value}} = \frac{0.6}{50.0} = 0.012$.
Step 3: Express the relative error as a percentage by multiplying by 100, giving $1.2\%$.",0.6; 1.2,cm; %
THCB131,The measuring instrument has a least count of 0.1 cm. The measured value is 10.0 cm. Calculate the percentage relative error.,"Step 1: Identify the absolute error as the least count, $\Delta L = 0.1$ cm.
Step 2: Note the measured value $L = 10.0$ cm.
Step 3: Compute the percentage relative error using $\frac{\Delta L}{L} \times 100\% = \frac{0.1}{10.0} \times 100\%$.
Step 4: Perform the calculation to obtain $1.0\%$.",1.0,%
THCB006,"If the actual resistance is 10.2 Ω but the measured value is 9.8 Ω, what is the absolute error?","Step 1: Identify the actual resistance $R_{\text{actual}} = 10.2 \, \Omega$ and the measured resistance $R_{\text{measured}} = 9.8 \, \Omega$.
Step 2: Apply the absolute error formula $\Delta R = |R_{\text{actual}} - R_{\text{measured}}|$.
Step 3: Compute the difference: $|10.2 - 9.8| = 0.4$.",0.4,Ω
THCB121,A ruler has a least count of 0.2 cm and is used to measure a length of 8.0 cm. Calculate the percentage relative error.,"Step 1: Identify the absolute uncertainty as the least count, $\Delta L = 0.2$ cm.
Step 2: Note the measured length is $L = 8.0$ cm.
Step 3: Compute the relative error as $\Delta L / L = 0.2 / 8.0 = 0.025$.
Step 4: Convert to percentage by multiplying by $100\%$, yielding $0.025 \times 100\% = 2.5\%$.",2.5,%
THCB104,Mass was measured three times: 50.0 g; 49.8 g; 50.2 g. Calculate the average mass and the average absolute error.,"Step 1: Compute the average mass as $(50.0 + 49.8 + 50.2)/3 = 50.0$ g.
Step 2: Find the absolute deviations from the average: $|50.0 - 50.0| = 0.0$ g, $|49.8 - 50.0| = 0.2$ g, and $|50.2 - 50.0| = 0.2$ g.
Step 3: Calculate the average absolute error as $(0.0 + 0.2 + 0.2)/3 = 0.4/3 \approx 0.1333$ g.
Step 4: Round the average absolute error to three decimal places to obtain $0.133$ g.",50.0; 0.133,g; g
THCB107,"The true value of the temperature is 100°C, and the student measured 98.5°C. Calculate the absolute error and the relative error.","Step 1: Compute the absolute error as the absolute difference between the measured and true values: $|98.5 - 100| = 1.5$ °C.
Step 2: Compute the relative error by dividing the absolute error by the true value: $1.5 / 100 = 0.015$.
Step 3: Convert the relative error to a percentage by multiplying by 100%: $0.015 \times 100\% = 1.5\%$.",1.5; 1.5,°C; %
THCB004,"When measuring the current through a resistor, a value of 0.25 A was obtained with an uncertainty of ±0.01 A. What is the maximum possible current?","Step 1: Identify the measured current value as $0.25$ A and the absolute uncertainty as $\pm 0.01$ A.
Step 2: The maximum possible current is the upper bound of the measurement range, found by adding the uncertainty to the measured value.
Step 3: Compute $I_{\text{max}} = 0.25 + 0.01 = 0.26$ A.",0.26,A
THCB132,The measured value is 75.0 cm with an absolute error of 0.3 cm. Calculate the percentage relative error.,"Step 1: Identify the measured value $75.0$ cm and the absolute error $0.3$ cm.
Step 2: Compute the relative error by dividing the absolute error by the measured value: $0.3 / 75.0 = 0.004$.
Step 3: Convert the relative error to a percentage by multiplying by $100\%$: $0.004 \times 100\% = 0.4\%$.",0.4,%
THCB103,"The measured value is 100.0 cm, and the absolute error is 0.5 cm. Calculate the percentage relative error.","Step 1: Identify the measured value $x = 100.0$ cm and the absolute error $\Delta x = 0.5$ cm.
Step 2: Compute the relative error as $\Delta x / x = 0.5 / 100.0 = 0.005$.
Step 3: Convert the relative error to a percentage by multiplying by $100\%$, giving $0.005 \times 100\% = 0.5\%$.",0.5,%
THCB109,Mass measurement result: 200.0 ± 1.0 g. Calculate the percentage relative uncertainty.,"Step 1: Identify the measured value $M = 200.0$ g and the absolute uncertainty $\Delta M = 1.0$ g.
Step 2: Apply the percentage relative uncertainty formula $(\Delta M / M) \times 100\%$.
Step 3: Substitute the values to get $(1.0 / 200.0) \times 100\% = 0.5\%$.",0.5,%
THCB099,A student measured the temperature as 36.5 ± 0.2 °C. Calculate the percentage relative error.,"Step 1: Identify the measured value $T = 36.5$ °C and the absolute uncertainty $\Delta T = 0.2$ °C.
Step 2: Apply the formula for percentage relative error: $(\Delta T / T) \times 100\%$.
Step 3: Substitute the values to get $(0.2 / 36.5) \times 100\%$.
Step 4: Compute the result, which is approximately $0.5479\%$, and round to $0.55\%$.",0.55,%
THCB095,The measured voltage is 6.0 ± 0.2 V. Calculate the percentage relative error.,"Step 1: Identify the measured value $V = 6.0$ V and the absolute error $\Delta V = 0.2$ V.
Step 2: Compute the relative error as $\Delta V / V = 0.2 / 6.0 \approx 0.03333$.
Step 3: Convert the relative error to a percentage by multiplying by $100\%$, giving $0.03333 \times 100\% = 3.33\%$.",3.33,%
THCB093,"The true value is 30.0 cm, the measured result is 29.7 cm. Calculate the absolute error and the relative error.","Step 1: Compute the absolute error as the absolute difference between the measured value and the true value: $|29.7 - 30.0| = 0.3$ cm.
Step 2: Compute the relative error by dividing the absolute error by the true value: $0.3 / 30.0 = 0.01$.
Step 3: Express the relative error as a percentage by multiplying by 100: $0.01 \times 100 = 1.0\%$.",0.3; 1.0,cm; %
THCB126,The measured length is 70.0 ± 0.2 cm. Calculate the percentage relative uncertainty.,"Step 1: Identify the measured value as $70.0$ cm and the absolute uncertainty as $0.2$ cm.
Step 2: Compute the relative uncertainty by dividing the absolute uncertainty by the measured value: $0.2 / 70.0 \approx 0.002857$.
Step 3: Convert the relative uncertainty to a percentage by multiplying by $100\%$, yielding $0.002857 \times 100\% = 0.2857\%$.
Step 4: Round the result to two decimal places to obtain $0.29\%$.",0.29,%
THCB098,Three length measurements: 14.0 cm; 14.1 cm; 13.9 cm. Calculate the mean value and the average absolute error.,"Step 1: Sum the three measurements: $14.0 + 14.1 + 13.9 = 42.0$ cm.
Step 2: Divide the sum by 3 to find the mean value: $42.0 / 3 = 14.0$ cm.
Step 3: Compute the absolute deviations from the mean: $|14.0 - 14.0| = 0$, $|14.1 - 14.0| = 0.1$, $|13.9 - 14.0| = 0.1$ cm.
Step 4: Calculate the average absolute error by summing the deviations and dividing by 3: $(0 + 0.1 + 0.1) / 3 \approx 0.067$ cm.",14.0; 0.067,cm; cm
THCB074,What is the total resistance of two 10Ω and 30Ω branches connected in parallel?,"Step 1: Use the parallel resistance formula $R_{total} = \frac{R_1 \times R_2}{R_1 + R_2}$ with $R_1 = 10\,\Omega$ and $R_2 = 30\,\Omega$.
Step 2: Compute the product $10 \times 30 = 300$ and the sum $10 + 30 = 40$.
Step 3: Divide the product by the sum to get $R_{total} = 300 / 40 = 7.5\,\Omega$.",7.5,Ω
THCB097,"The measured value is 20.3 cm, while the true value is 20.0 cm. Calculate the absolute error and the relative error.","Step 1: Compute the absolute error as the absolute difference between the measured value and the true value: $|20.3 - 20.0| = 0.3$ cm.
Step 2: Compute the relative error by dividing the absolute error by the true value: $0.3 / 20.0 = 0.015$.
Step 3: Express the relative error as a percentage by multiplying by 100: $0.015 \times 100 = 1.5\%$.",0.3; 1.5,cm; %
THCB112,An instrument has a least count of 0.5°C and measured 25°C. Calculate the percentage relative error.,"Step 1: Identify the absolute uncertainty as the least count, $\Delta T = 0.5^\circ\text{C}$.
Step 2: Identify the measured value $T = 25^\circ\text{C}$.
Step 3: Compute the percentage relative error using $\frac{\Delta T}{T} \times 100\% = \frac{0.5}{25} \times 100\%$.
Step 4: Perform the calculation to get $2.0\%$.",2.0,%
THCB078,"A parallel circuit has R₁ = 30Ω, R₂ = 60Ω. U = 12V. Calculate the equivalent resistance.","Step 1: Use the parallel resistance formula $R_{eq} = \frac{R_1 R_2}{R_1 + R_2}$ with $R_1 = 30\,\Omega$ and $R_2 = 60\,\Omega$.
Step 2: Compute the product $30 \times 60 = 1800$ and the sum $30 + 60 = 90$.
Step 3: Divide the product by the sum to get $R_{eq} = 1800 / 90 = 20.0\,\Omega$.",20.0,Ω
THCB071,"In an electrical circuit, if the resistance of branch D₂ decreases, how will the current through D₂ change?","Step 1: Apply Ohm's law $I = V/R$ to branch D₂, where the voltage across the branch is constant.
Step 2: Since current is inversely proportional to resistance, a decrease in resistance causes the current through D₂ to increase.",Resistance decreases → current increases.,—
THCB005,"In an experiment, the measured voltage was 9.5 ± 0.2 V, and the measured current was 0.95 ± 0.02 A. What is the relative error in the power?","Step 1: Identify the formula for power $P = V \cdot I$ and note that the relative error in a product is the sum of the relative errors of its factors.
Step 2: Calculate the relative error in voltage: $\delta V = \Delta V / V = 0.2 / 9.5 \approx 0.02105$.
Step 3: Calculate the relative error in current: $\delta I = \Delta I / I = 0.02 / 0.95 \approx 0.02105$.
Step 4: Sum the relative errors to find the relative error in power: $\delta P = \delta V + \delta I \approx 0.0421$, which is $4.21\%$.",4.21,%
THCB067,"In a parallel circuit with two lamps, the current through D₁ is 0.4 A, and the total current is 1.0 A. Calculate the current through D₂.","Step 1: Apply Kirchhoff's Current Law for a parallel circuit, where the total current $I_{\text{total}}$ equals the sum of the branch currents $I_{D1}$ and $I_{D2}$.
Step 2: Identify the given values: $I_{\text{total}} = 1.0$ A and $I_{D1} = 0.4$ A.
Step 3: Solve for the current through D₂ using $I_{D2} = I_{\text{total}} - I_{D1}$.
Step 4: Compute $I_{D2} = 1.0 - 0.4 = 0.6$ A.",0.6,A
THCB117,"The measured value is 60.2 cm, and the true value is 60.0 cm. Calculate the absolute error and the relative error.","Step 1: Compute the absolute error as $|60.2 - 60.0| = 0.2$ cm.
Step 2: Compute the relative error by dividing the absolute error by the true value: $0.2 / 60.0 \approx 0.00333$.
Step 3: Convert the relative error to a percentage by multiplying by $100\%$, yielding approximately $0.33\%$.",0.2; 0.33,cm; %
THCB135,A student measured the time as 120.0 ± 0.5 s. Calculate the percentage relative uncertainty.,"Step 1: Identify the measured value $t = 120.0$ s and the absolute uncertainty $\Delta t = 0.5$ s.
Step 2: Compute the relative uncertainty as $\Delta t / t = 0.5 / 120.0 \approx 0.0041667$.
Step 3: Convert the relative uncertainty to a percentage by multiplying by $100\%$, giving $0.0041667 \times 100\% \approx 0.41667\%$.
Step 4: Round the result to two decimal places to obtain $0.42\%$.",0.42,%
THCB079,"The current through lamp D₁ is 1.2 A, and the current through lamp D₂ is 0.8 A. Calculate the total current.","Step 1: Recognize that the lamps are connected in parallel, so the total current is the sum of the individual branch currents.
Step 2: Apply Kirchhoff's Current Law: $I_{\text{total}} = I_1 + I_2$.
Step 3: Substitute the given values $I_1 = 1.2$ A and $I_2 = 0.8$ A into the equation.
Step 4: Compute the sum $1.2 + 0.8 = 2.0$ A.",2.0,A
THCB002,A voltmeter with a least count of 0.2 V reads 5.6 V. What is the relative error of the measurement?,"Step 1: Identify the measured value $V = 5.6$ V and the absolute error $\Delta V = 0.2$ V, which is the least count.
Step 2: Apply the relative error formula $\delta V = \Delta V / V$ to get $\delta V = 0.2 / 5.6$.
Step 3: Compute the division to obtain the relative error as a decimal, approximately $0.0357$.
Step 4: Convert the decimal to a percentage by multiplying by 100, yielding $3.57\%$.",3.57,%
THCB070,"Two lamps are connected in parallel, with a total current of 1.2 A. If lamp D₁ is removed, what will be the total current (given that lamp D₂ draws 0.5 A)?","Step 1: In a parallel circuit, the total current is the sum of the branch currents, so $I_{\text{total}} = I_{D1} + I_{D2} = 1.2$ A.
Step 2: Given that lamp D₂ draws $I_{D2} = 0.5$ A, the current through lamp D₁ is $I_{D1} = 1.2 - 0.5 = 0.7$ A.
Step 3: Removing lamp D₁ eliminates its branch, so the new total current equals the current through the remaining branch, $I_{D2}$.
Step 4: The new total current is therefore $0.5$ A.",0.5,A
DT098,"Two charges q₁ = +4 × 10^-9 C and q₂ = –4 × 10^-9 C are placed at points A and B, separated by 2 cm. Calculate the magnitude of the electric field strength at point M such that MA = 1 cm and MB = 3 cm.","Step 1: Determine the arrangement of points: since $MA = 1$ cm, $AB = 2$ cm, and $MB = 3$ cm, point A lies between M and B.
Step 2: Calculate the field magnitude from $q_1$ at M: $E_1 = k \frac{|q_1|}{MA^2} = 9 \times 10^9 \cdot \frac{4 \times 10^{-9}}{(0.01)^2} = 3.6 \times 10^5$ N/C, directed away from A (toward M).
Step 3: Calculate the field magnitude from $q_2$ at M: $E_2 = k \frac{|q_2|}{MB^2} = 9 \times 10^9 \cdot \frac{4 \times 10^{-9}}{(0.03)^2} = 4.0 \times 10^4$ N/C, directed toward B (away from M).
Step 4: Since $E_1$ and $E_2$ point in opposite directions along the same line, the net field magnitude is $E = |E_1 - E_2| = 3.6 \times 10^5 - 4.0 \times 10^4 = 3.2 \times 10^5$ N/C.",3.2 * 10^{5},N/C
DT087,"A point charge q = 80 nC is fixed at O in oil. The dielectric constant of the oil is ε = 4. What is the electric field strength produced by q at point M, which is at a distance MO = 30 cm from O?","Step 1: Convert the given values to SI units: $q = 80 \times 10^{-9}$ C, $r = 0.3$ m, and note the dielectric constant $\varepsilon = 4$.
Step 2: Recall the formula for the electric field in a medium: $E = \frac{k_e}{\varepsilon} \cdot \frac{q}{r^2}$, with $k_e = 9 \times 10^9$ N·m²/C².
Step 3: Compute the effective constant $k_e / \varepsilon = 9 \times 10^9 / 4 = 2.25 \times 10^9$ N·m²/C².
Step 4: Calculate $q / r^2 = 80 \times 10^{-9} / 0.09 \approx 8.889 \times 10^{-7}$ C/m².
Step 5: Multiply to find the field strength: $E = 2.25 \times 10^9 \times 8.889 \times 10^{-7} \approx 2000$ V/m.",2000,V/m
DT074,"Consider two wide, parallel insulating plates with surface charge densities of σ and (−σ), respectively. The distance between them is very small compared to the dimensions of the plates. What is the magnitude of the electric field at a point located between the two plates, given that σ = 8.85 × 10^-6 C/m^2?","Step 1: Recognize that for two wide, parallel plates with opposite charge densities, the electric field between them is uniform and given by $E = \sigma / \varepsilon_0$.
Step 2: Identify the given surface charge density $\sigma = 8.85 \times 10^{-6}$ C/m² and the permittivity of free space $\varepsilon_0 = 8.85 \times 10^{-12}$ F/m.
Step 3: Compute the magnitude of the electric field as $E = (8.85 \times 10^{-6}) / (8.85 \times 10^{-12}) = 10^6$ N/C.",1000000,N/C
DT049,"Two point charges q1 and q2 are placed at A and B, with AB = 2 cm. Given that q1 + q2 = 7 x 10^-8 C, and at point M, which is 6 cm from q1 and 8 cm from q2, the electric field strength is E = 0. Find q1.","Step 1: For the net electric field at M to be zero, the magnitudes of the fields from $q_1$ and $q_2$ must be equal, so $|q_1|/r_1^2 = |q_2|/r_2^2$ with $r_1=6$ cm and $r_2=8$ cm.
Step 2: This gives the magnitude ratio $|q_1|/|q_2| = (6/8)^2 = 9/16$, meaning $|q_1| = \frac{9}{16}|q_2|$.
Step 3: Since $6 + 8 = 14 \neq 2$, point M lies outside segment AB, so the charges must have opposite signs for their fields to cancel.
Step 4: Let $q_2 = +16k$ and $q_1 = -9k$, then $q_1 + q_2 = 7k = 7 \times 10^{-8}$ C gives $k = 10^{-8}$ C, so $q_1 = -9 \times 10^{-8}$ C.",-9 * 10^{-8},C
DT034,"Points A and B are 15 cm apart in air. A charge q1 = -12 x 10^-6 C is placed at A, and a charge q2 = 2.5 x 10^-6 C is placed at B. Find point M where the net electric field due to these two charges is zero. Calculate the distance AM.","Step 1: Since $q_1$ is negative and $q_2$ is positive with $|q_1| > |q_2|$, the zero-field point M must lie on the line AB beyond the smaller charge, i.e., to the right of B.
Step 2: Let $x$ be the distance AM, so the distance BM is $x - 15$ cm.
Step 3: Set the magnitudes of the fields equal: $k \frac{|q_1|}{x^2} = k \frac{|q_2|}{(x-15)^2}$, which simplifies to $\frac{12 \times 10^{-6}}{x^2} = \frac{2.5 \times 10^{-6}}{(x-15)^2}$.
Step 4: Cancel $10^{-6}$ and take the square root to get $\frac{\sqrt{12}}{x} = \frac{\sqrt{2.5}}{x-15}$, then solve for $x$: $x = \frac{15\sqrt{12}}{\sqrt{12} - \sqrt{2.5}} \approx 27.6$ cm.",27.6,cm
DT075,"Consider two wide parallel insulating sheets with identical surface charge densities of σ. The distance between them is very small compared to their dimensions. What is the magnitude of the electric field at a point located between the two sheets, given that σ = 8.85 × 10^-6 C/m^2?","Step 1: The electric field due to a single infinite sheet with surface charge density $\sigma$ has magnitude $E = \sigma/(2\varepsilon_0)$ and points away from the sheet if $\sigma$ is positive.
Step 2: Both sheets have identical charge densities, so their fields between the sheets are equal in magnitude but opposite in direction.
Step 3: By superposition, the net electric field at any point between the sheets is the vector sum of the two opposing fields.
Step 4: The fields cancel exactly, giving a net field magnitude of $0$ N/C.",0,N/C
DT019,"Place four charges of the same magnitude q at the four vertices of a square ABCD with side length a. Positive charges are placed at A and C, and negative charges are placed at B and D. Determine the net electric field at the intersection of the square's two diagonals.","Step 1: Let P be the intersection of the diagonals of square ABCD, so P is equidistant from all four vertices.
Step 2: The distance from each charge to P is $r = a/\sqrt{2}$, and the magnitude of the field from each charge is $E = k|q|/r^2$.
Step 3: The fields from the positive charges at A and C point away from A and C, while the fields from the negative charges at B and D point toward B and D.
Step 4: Due to symmetry, the field vectors from A and C are equal in magnitude and opposite in direction, and the same holds for B and D, so all contributions cancel pairwise.",0,V/m
DT027,"Two point charges of the same sign and magnitudes such that q1 = 4q2 are placed at points A and B, which are 12 cm apart. Find the point where the net electric field is zero, and calculate its distance from A.","Step 1: Since the charges have the same sign, the point of zero net electric field must lie on the line segment between them.
Step 2: Let the distance from charge $q_1$ at A to the zero-field point be $x$, so the distance from $q_2$ at B is $12 - x$ cm.
Step 3: Set the magnitudes of the electric fields equal: $k \frac{q_1}{x^2} = k \frac{q_2}{(12 - x)^2}$.
Step 4: Substitute $q_1 = 4q_2$ and cancel $k$ and $q_2$ to get $\frac{4}{x^2} = \frac{1}{(12 - x)^2}$, then take the square root to obtain $\frac{2}{x} = \frac{1}{12 - x}$.
Step 5: Solve for $x$: $2(12 - x) = x$ gives $24 - 2x = x$, so $3x = 24$ and $x = 8$ cm.",8,cm
